COD,Name,Date,Validity,Description,Category,Social,Byproducts,Deviance,Francoism (until 1978),Constitution (after 1978),European Union (after 1985),Crisis (After 2007),Population (Biopolitics),How - Population,Security (Conduct),How - Security,Territory (Sovereignty),How - territory,Ecology,How - ecology,Economics,How - economics,Terrorism,How - terrorism,Toxicity,How - toxicity,Gender,How - gender,Sexuality,How - sexuality,Race,How - race,Class,How - class
ECDEMA_1,DECLARACIÓN DEL EUROGRUPO SOBRE ESPAÑA 2012,09/06/2012,2012-2012,El Eurogrupo apoya los esfuerzos de las autoridades españolas para acometer con resolución la reestructuración de su sector financiero y saluda su intención de buscar asistencia financiera de Estados miembros de la zona euro con este fin.,F,Yes,No,No,No,Yes,Yes,Yes,Yes,Desequilibrios,Yes,Estado_responsable,Yes,"Europa, España, Territorio_nacional_estado_miembro",No,No,Yes,"Entidades_financieras_crédito, Reforma_estructural, Banca_privada, Crédito, Sistema_financiero, Reestructuración_ordenada_bancaria, Refinanciación",No,No,No,No,No,No,No,No,No,No,No,No
ECRMO_3,"Reglamento (UE) nº 530/2012 del Parlamento Europeo y del Consejo, de 13 de junio de 2012, relativo a la introducción acelerada de normas en materia de doble casco o de diseño equivalente para petroleros de casco único.",13/06/2012,2012-2015,"2) En el marco de la política común de transportes, es conveniente adoptar medidas para aumentar la seguridad y evitar la contaminación en el transporte marítimo. (3) La Unión está seriamente preocupada por los accidentes marítimos con petroleros y por la contaminación de las costas y el daño a la fauna, flora y demás recursos marinos que conllevan. (4) En su Comunicación sobre una política común de seguridad marítima, la Comisión recordó el llamamiento efectuado por el Consejo extraordinario de Medio Ambiente y Transportes, de 25 de enero de 1993, con el fin de respaldar la actuación de la Organización Marítima Internacional (OMI) en materia de reducción de las disparidades de seguridad entre los antiguos y los nuevos buques mediante la mejora o retirada progresiva de los buques antiguos. ",O,No,No,"Yes, General",No,Yes,Yes,Yes,Yes,Salud_pública,Yes,"Sistema_de_prevención, Evitar_riesgo_contaminación",Yes,"Europa, Seguridad_marítima",Yes,Medio_ambiente,No,No,No,No,Yes,"Petróleo, Contaminación_aguas_mar, Vertidos_buques, Byproducts",No,No,No,No,No,No,No,No
DIRMO_4,Report of the United Nations Conference on Sustainable Development,20/06/2012,2012-2015,"We, the Heads of State and Government and high-level representatives, having met at Rio de Janeiro, Brazil, from 20 to 22 June 2012, with the full participation of civil society, renew our commitment to sustainable development and to ensuring the promotion of an economically, socially and environmentally sustainable future for our Planeta and for present and future generations.",O,No,Yes,"Yes, General",No,Yes,Yes,Yes,Yes,"Estímulo_orden_social, Afecta_alimentos, Estabilidad_macroéconómica_financiera, Afecta_población, Riesgo_salud_humana, Salud_pública, Salud_vidas_humanas, Bienestar_social, Necesidades_socioeconómicas_ecológicas, Alimentación, Población_infantil",Yes,"Responsabilidad_gobierno, Mecanismos_de_responsabilidad, Sistema_de_prevención, Evaluación_riesgo",Yes,"Global, Territorio_nacional_estado_miembro, Economías_más_desarrolladas, Gobierno, Planeta",Yes,"Medio_ambiente, Protección_recursos_marinos_vivos, Protección_medioambiental, Sostenibilidad, Condiciones_ecológicas, Protección_agua_medio_marino, Cambio_climático, Biodiversidad, Emisiones_atmósfera_agua_suelo, Suelo, Necesidades_socioeconómicas_ecológicas",Yes,"Consumidor_productor, Energía, Libre_comercialización_circulación, Entidades_financieras, Deuda, Crecimiento_económico_progreso_desarrollo, Economías_desarrolladas, Estabilidad_macroéconómica_financiera, Mercado, Necesidades_socioeconómicas_ecológicas, Afecta_mercado, Economía_verde, Reducción_pobreza",Yes,Afectado_por_terrorismo,Yes,"Contaminación, Contaminación_aguas_mar Byproducts",Yes,"Tolerancia, Gender_equality",No,No,Yes,Tolerancia,Yes,Reducción_pobreza
DMRDMA_7,"Real Decreto-ley 24/2012, de 31 de agosto, de reestructuración y resolución de entidades de crédito.",31/08/2012,2012-2012,"Según la ya clásica definición contenida en el artículo 1 del Real Decreto Legislativo 1298/1986, de 28 de junio, sobre Adaptación del Derecho vigente en materia de Entidades de Crédito al de las Comunidades Europeas, la peculiar naturaleza de estas entidades de crédito deriva de su forma de captación de pasivos, consistente en «recibir fondos del público en forma de depósito, préstamo, cesión temporal de activos financieros u otras análogas que lleven aparejada la obligación de su restitución». La aplicación de dichos pasivos «por cuenta propia a la concesión de créditos u operaciones de análoga naturaleza» es la otra cara de la moneda de su labor de intermediación financiera, pero no es exclusiva de las entidades de crédito, a pesar de la denominación que les es propia.",F,No,Yes,No,No,Yes,Yes,Yes,Yes,"Beneficios_sociedad, Esencial_para_desenvolvimiento_de_economía_española, Equilibrio_económico_financiero, Afecta_ciudadanos, Dominio_público, Afecta_población, Protección_del_consumidor, Crisis_económica_austeridad, Mercado_carácter_social, Bienestar_social, Estabilidad_política, Amenaza_seguridad_de_personas, Estabilidad_interna, Fundamento_sociedad, Estabilidad_externa, Partes_sanas_entidad, Too_big_to_fail",Yes,"Mecanismos_de_responsabilidad, Evaluación_riesgo, Seguridad_inversores, Supervisión_administrativa, Riesgo_insolvencia, Riesgo_sistémico",Yes,"Europa, Mercado_español_economía, Global, Territorio_nacional_estado_miembro, Función_esencial",No,No,Yes,"Reordenación_reorganización, Competitividad, Urgencia, Entidades_financieras_crédito, Deuda, Estado_regulador_no_ejecutor, , Intervención_administrativa, Política_crediticia_sistema_crediticio, Insolvencia, Sistema_financiero, Activos_financieros, Reestructuración_ordenada_bancaria, Viabilidad_entidad_crédito, Partes_sanas_entidad, Inviabilidad_resolución, Rescate",No,No,Yes,"Efectos_nocivos_Sustancias_nocivas, Prácticas_que_incrementen_riesgo_insolvencia, Peligro_para_sistema_financiero, Debilidad_financiera, Saneamiento, Inyección_fondos, Partes_sanas_perjudicadas_entidad",No,No,No,No,No,No,No,No
ECAMA_5,"Acuerdo de 18 de octubre de 2012, de la Comisión Nacional del Mercado de Valores, por el que se prorroga la prohibición cautelar de realizar operaciones sobre valores e instrumentos financieros que supongan la constitución o incremento de posiciones cortas netas sobre acciones españolas y por el que se inician los trámites para notificar a ESMA la intención de imponer restricciones sobre las ventas en corto y operaciones similares en atención a las circunstancias excepcionales concurrentes.",18/10/2012,2012-2015,"A este respecto, cabe destacar el proceso de reestructuración en el que se encuentra inmerso el sector financiero español para cubrir las necesidades de capital del conjunto de la banca. Este proceso se está realizando en el marco del Memorándum de Entendimiento (MOU) suscrito el pasado 23 de julio por la Comisión Europea, el Reino de España y el Banco de España. Este MOU condiciona la concesión de las ayudas al cumplimiento de una serie de condiciones, que incluyen la detección de las necesidades individuales de capital, la recapitalización de las entidades y la segregación de activos tóxicos en una Sociedad de Gestión de Activos.",F,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Crisis_económica_austeridad,Yes,"Riesgo_excepcional, Incertidumbre",Yes,"Europa, Mercado_español_economía, España",No,No,Yes,"Entidades_financieras_crédito, Incertidumbre, Estabilidad_macroéconómica_financiera, Sistema_financiero, Mercado_valores, Mercado_financiero, Reestructuración_ordenada_bancaria, Refinanciación",No,No,Yes,"Riesgos_incertidumbres, Situación_no_normal",No,No,No,No,No,No,No,No
DMLMA_4,"Ley 9/2012, de 14 de noviembre, de reestructuración y resolución de entidades de crédito.",14/11/2012,2012-2015,"Too big to fail. in 2012, the year when Spain acquired over 100 billion euros of rescue loan from the European Comission, the European Central Bank, the International Monetary Fund and the European Stability Mechanism, agreeing to follow an economic recovery program, the Royal Decree of “reestructuración y resolución de entidades de crédito” banks were declared too big to fail making apparent the creditors sovereign position regarding the indebted state. ""las entidades de crédito tienen un papel clave en la economía, en la medida en que facilitan la circulación del crédito al resto de sectores de actividad productiva y a los ciudadanos. […] algunas entidades individualmente consideradas tienen importancia sistémica debido a su tamaño y […] exige contar con procedimientos […] que permitan garantizar la estabilidad del sistema financier (2012: 61559)"" The reasoning behind it falls again in a biopolitical justification to foster the life of the population; described clearly as an indebted citizenship, “estas necesidades justifican que [las] entidades de crédito deban ser superadas mediante la inyección de fondos públicos. La finalidad principal de estas inyecciones es la salvaguarda de los ahorros y depósitos de todos aquellos de clientes” (2012: 61559).",F,No,Yes,No,No,Yes,Yes,Yes,Yes,"Beneficios_sociedad, Esencial_para_desenvolvimiento_de_economía_española, Equilibrio_económico_financiero, Afecta_ciudadanos, Dominio_público, Afecta_población, Protección_del_consumidor, Crisis_económica_austeridad, Mercado_carácter_social, Bienestar_social, Estabilidad_política, Amenaza_seguridad_de_personas, Estabilidad_interna, Fundamento_sociedad, Estabilidad_externa, Partes_sanas_entidad, Too_big_to_fail",Yes,"Mecanismos_de_responsabilidad, Evaluación_riesgo, Seguridad_inversores, Supervisión_administrativa, Riesgo_insolvencia, Riesgo_sistémico",Yes,"Europa, Mercado_español_economía, Global, Territorio_nacional_estado_miembro, Función_esencial",No,No,Yes,"Reordenación_reorganización, Competitividad, Urgencia, Entidades_financieras_crédito, Deuda, Estado_regulador_no_ejecutor, , Intervención_administrativa, Política_crediticia_sistema_crediticio, Insolvencia, Sistema_financiero, Activos_financieros, Reestructuración_ordenada_bancaria, Viabilidad_entidad_crédito, Partes_sanas_entidad, Inviabilidad_resolución, Rescate",No,No,Yes,"Efectos_nocivos_Sustancias_nocivas, Prácticas_que_incrementen_riesgo_insolvencia, Peligro_para_sistema_financiero, Debilidad_financiera, Saneamiento, Inyección_fondos, Partes_sanas_perjudicadas_entidad",No,No,No,No,No,No,No,No
ERDMO_12,"Real Decreto 1695/2012, de 21 de diciembre, por el que se aprueba el Sistema Nacional de Respuesta ante la contaminación marina.",21/12/2012,2012-2015,"Se aprueba el Sistema Nacional de Respuesta ante un suceso de contaminación marina, que se adjunta a este real decreto y que será de aplicación a todos aquellos casos de contaminación marina accidental o deliberada, cualquiera que sea su origen o naturaleza, que afecte o pueda afectar tanto a las aguas marítimas sobre las que España ejerce soberanía, derechos soberanos o jurisdicción como a las costas españolas.",O,No,No,"Yes, General",No,Yes,Yes,Yes,Yes,"Dominio_público, Riesgo_salud_humana, Salud_vidas_humanas",No,No,Yes,"Destrucción_fauna_flora, Interés_nacional, Territorio_nacional_estado_miembro, Costas_nacionales, Soberanía",Yes,Medio_ambiente,No,No,No,No,Yes,"Contaminación_hidrocarburos, Contaminación_aguas_mar, Destrucción_fauna_flora, Sustancias_peligrosas, Contaminación_medioambiente",No,No,No,No,No,No,No,No
VPRDMA_7,"Real Decreto 233/2013, de 5 de abril, por el que se regula el Plan Estatal de fomento del alquiler de viviendas, la rehabilitación edificatoria, y la regeneración y renovación urbanas, 2013-2016.",05/04/2013,2013-2015,"La crisis economico-financiera que afecta a nuestro pais y que se manifiesta con especial gravedad en el sector de la vivienda, pone hoy de manifiesto la necesidad de reorientar las politicas en esta materia. En efecto, tras un largo periodo produciendo un elevado numero de viviendas, se ha generado un significativo stock de vivienda acabada, nueva y sin vender (en torno a 680.000 viviendas) que contrasta con las dificultades de los ciudadanos, especialmente de los sectores mas vulnerables, para acceder a una vivienda, por la precariedad y debilidad del mercado de trabajo, a lo que se une la restriccion de la financiacion proveniente de las entidades crediticias.",F,No,Yes,No,No,Yes,Yes,Yes,Yes,"Afecta_ciudadanos, Dominio_público, Mejorar_calidad_de_vida, Crisis_económica_austeridad, Creación_de_empleo, Riqueza_conjunto_sociedad, Bienestar_social, Familia, Factores_económicos_sociales_culturales, Desarrollo_socioeconómico, Cambio_social, Movilidad_socioeconómica, Afecta_Deudor_hipotecario, Colectivos_vulnerables, Protección_deudores_hipotecarios_sin_recursos, Afecta_ deudores_hipotecarios_sin_recursos, Derecho_vivienda, Protección_deudores_hipotecarios, Alquiler_social, Exclusión_social, Clases_económicamente_más_débiles",Yes,"Sujetos_obligados_al_pago, Estado_responsable, Riesgo_exclusión",Yes,"Europa, Mercado_español_economía, España",Yes,"Medio_ambiente, Atmósfera",Yes,"Reordenación_reorganización, Competitividad, ICO, Eficiencia, Estabilidad_macroéconómica_financiera, Política_de_vivienda, Política_crediticia_sistema_crediticio, Ahorro_gasto_inversión, Construcción_obras_públicas, Viviendas_protección_estatal, Mercado_hipotecario, Sostenibilidad, Sector_inmobiliario_mercado, Regimen_económico_financiero, Reducir_inflación, Reactivación_económica, Hipoteca, Sector_hipotecario, Movimiento_bienes_personas, Construcción_inmuebles_vivendas, Vivienda_libre",Yes,Víctimas_terrorismo,Yes,"Debilidad_financiera, Privación_vivienda, Deshaucio, Exclusión_social",Yes,Víctimas_violencia_género,No,No,No,No,Yes,"Víctimas_violencia_género, Afecta_deudor_hipotecario, Afecta_Deudor_hipotecario_sin_recursos, Clases_económicamente_más_débiles"
DCLMA_6,"Ley 1/2013, de 14 de mayo, de medidas para reforzar la protección a los deudores hipotecarios, reestructuración de deuda y alquiler social.",04/05/2013,2013-2015,"La atencion a las circunstancias excepcionales que atraviesa nuestro pais, motivadas por la crisis economica y financiera, en las que numerosas personas que contrataron un prestamo hipotecario para la adquisicion de su vivienda habitual se encuentran en dificultades para hacer frente a sus obligaciones, exige la adopcion de medidas que, en diferentes formas, contribuyan a aliviar la situacion de los deudores hipotecarios. Si bien la tasa de morosidad en nuestro pais es baja, hay que tener muy presente el drama social que supone, para cada una de las personas o familias que se encuentran en dificultades para atender sus pagos, la posibilidad de que, debido a esta situacion, puedan ver incrementarse sus deudas o llegar a perder su vivienda habitual. El esfuerzo colectivo que estan llevando a cabo los ciudadanos de nuestro pais con el fin de superar de manera conjunta la situacion de dificultad que atravesamos, requiere que, del mismo modo y desde todos los sectores, se continuen adoptando medidas para garantizar que ningun ciudadano es conducido a una situacion de exclusion social.",F,No,No,Yes,No,Yes,Yes,Yes,Yes,"Afecta_ciudadanos, Crisis_económica_austeridad, Población_infantil, Excepción_defensa_población, Familia, Afecta_Deudor_hipotecario, Afecta_Deudor, Afecta_acreedor, Colectivos_vulnerables, Protección_deudores_hipotecarios, Alquiler_social, Drama_social, Exclusión_social",Yes,"Sujetos_obligados_al_pago, Evaluación_riesgo, Obligaciones_asumidas, Riesgo_excepcional, Riesgo_insolvencia, Riesgo_exclusión",Yes,España,No,No,Yes,"Deuda, Política_de_vivienda, Crédito, Insolvencia, Sistema_de_crédito, Mercado_hipotecario, Hipoteca, Sector_hipotecario, Reestructuración_deuda_hipotecaria",No,No,Yes,"Deuda_insostenible, Privación_vivienda, Deshaucio, Exclusión_social",Yes,Víctimas_violencia_género,No,No,No,No,Yes,"Afecta_Deudor_hipotecario, Afecta_Deudor"
ECDMO_12,"Directiva 2013/30/UE del Parlamento Europeo y del Consejo, de 12 de junio de 2013, sobre la seguridad de las operaciones relativas al petróleo y al gas mar adentro, y que modifica la Directiva 2004/35/CE.",12/06/2013,2013-2015," (2) El objetivo de la presente Directiva es reducir en la medida de lo posible la frecuencia de los accidentes graves conexos con operaciones relacionadas con el petróleo y el gas mar adentro y limitar sus consecuencias, aumentando así la protección del medio marino y de las economías costeras frente a la contaminación, estableciendo condiciones de seguridad mínimas para la exploración y la explotación del petróleo y del gas y limitando las posibles perturbaciones de la producción energética autóctona de la Unión, y mejorar los mecanismos de respuesta en caso de accidente. ",O,No,No,"Yes, General",No,Yes,Yes,Yes,Yes,"Emergencia_Amenaza_seguridad_de_personas, Riesgo_salud_humana, Salud_pública, Salud_vidas_humanas",Yes,"Responsable_accidente, Mecanismos_de_responsabilidad, Sistema_de_prevención, Evitar_riesgo_contaminación",Yes,"Europa, Seguridad_marítima, Costas_nacionales",Yes,"Medio_ambiente, Protección_medioambiental, Catástrofe_ecológica",Yes,"Petróleo, Gas_natural",No,No,Yes,"Contaminación_aguas_mar, Vertidos_buques, Vertidos_Fábricas, Consecuencias_adversas, Sustancias_contaminantes, Sustancias_peligrosas",No,No,No,No,No,No,No,No
ECRMA_1,"Reglamento (UE) nº 575/2013 del Parlamento Europeo y del Consejo, de 26 de junio de 2013, sobre los requisitos prudenciales de las entidades de crédito y las empresas de inversión, y por el que se modifica el Reglamento (UE) nº 648/2012.",23/06/2013,2013-2015,"Dado que su emisión está prevista en el Memorando de Entendimiento sobre condiciones de política sectorial financiera firmado por la Comisión y las Autoridades españolas el 23 de julio de 2012, y que la transferencia de activos requiere la aprobación de la Comisión en tanto que medida de ayuda pública introducida para retirar activos tóxicos de los balances de determinadas entidades de crédito, y en la medida en que están garantizados por el gobierno español y son garantías admisibles para las autoridades monetarias. La Comisión debe poner en marcha mecanismos de anterioridad de activos transferibles emitidos o garantizados por entidades que cuenten con la aprobación de la Unión para ayudas públicas",F,Yes,No,Yes,No,Yes,Yes,Yes,Yes,"Estabilidad_macroéconómica_financiera, Crisis_económica_austeridad",Yes,"Mecanismos_de_responsabilidad, Sistema_de_prevención, Categorías_riesgos, Valoración_daños, Evaluación_riesgo, Riesgo_potencial, Límites_prudenciales, Promulgación_normas, Normas_corrección_de_conducta, Supervisión_administrativa, Riesgo_sistémico, Control_riesgo_bancario",Yes,"Europ, Territorio_nacional_estado_miembro, Mercado_interior, Banco_central_europeo, Cross_border",No,No,Yes,"Competitividad, Actividad_empresas, Entidades_financieras_crédito, Estabilidad_macroéconómica_financiera, Competencia, Reforma_estructural, Recuperación_económica, Inversión, Sistema_financiero, Solvencia, Mercado_hipotecario, Complejidad_técinca, Sostenibilidad, Sistema_bancario, Defensa_de_la_competencia, Economía_real_impulsora_crecimiento",No,No,Yes,"Créditos_peligrosos, Exposición, Eliminación_obstáculos_a_la_oferta, Falseamiento_competencia",No,No,No,No,No,No,No,No
ECDMA_4,"Directiva 2013/36/UE, de 26 de junio",26/06/2013,2013-2015,Ello refleja el principio de que toda introduccion de mecanismos de intervencion comu≠ nes en caso de crisis debe ir precedida de controles co≠ munes para reducir la probabilidad de tener que recurrir a dichos mecanismos de intervencion. ,F,No,No,Yes,No,Yes,Yes,Yes,Yes,"Equilibrio_económico_financiero, Estabilidad_macroéconómica_financiera, Crisis_económica_austeridad, Inestabilidad, Proteger_estabilidad_financiera",Yes,"Sistema_de_prevención, Evaluación_riesgo, Riesgo_potencial, Límites_prudenciales, Normas_corrección_de_conducta, Supervisión_administrativa, Riesgo_insolvencia, Riesgo_sistémico, Control_riesgo_bancario",Yes,"Combate_defensa_vigilancia, Europa, Global, Territorio_nacional_estado_miembro, Mercado_interior, Banco_central_europeo",No,No,Yes,"Competitividad, Libre_comercialización_circulación, Entidades_financieras_crédito, Eficiencia, Estado_regulador_no_ejecutor, Estabilidad_macroéconómica_financiera, Inversión, Sistema_financiero, Mercado_financiero, Entidad_capital_riesgo, Defensa_de_la_competencia, Economía_real_impulsora_crecimiento",No,No,Yes,"Proteger_contra_factores_perturbadores, Riesgos_incertidumbres",No,No,No,No,No,No,No,No
ECDMO_7,"Directiva 2013/39/UE del Parlamento Europeo y del Consejo, de 12 de agosto de 2013, por la que se modifican las Directivas 2000/60/CE y 2008/105/CE en cuanto a las sustancias prioritarias en el ámbito de la política de aguas.",12/08/2013,2013-2015,"(1) La contaminación química de las aguas superficiales representa una amenaza para el medio acuático, con efectos tales como toxicidad aguda y crónica en organismos acuáticos, acumulación de contaminantes en el ecosistema y pérdida de hábitats y de biodiversidad, y también supone una amenaza para la salud humana. Con carácter prioritario, es preciso identificar las causas de la contaminación y tratar las emisiones de contaminantes en la fuente misma, de la forma más eficaz en términos económicos y ambientales. ",O,No,No,"Yes, General",No,Yes,Yes,Yes,Yes,"Riesgo_salud_humana, Salud_vidas_humanas, Necesidades_socioeconómicas_ecológicas",Yes,"Polluters_pay, Responsabilidad_medioambiental, Sistema_de_prevención, Evitar_riesgo_contaminación",Yes,Europa,Yes,"Medio_ambiente, Protección_agua_medio_marino, Necesidades_socioeconómicas_ecológicas",Yes,Necesidades_socioeconómicas_ecológicas,No,No,Yes,"Contaminación_hidrocarburos, Contaminación_aguas_mar, Vertidos_buques, Vertidos_Fábricas, Byproducts, Toxicidad, Sustancias_tóxicas, Menos_contaminante, Contaminación_medioambiente, Contaminación_química",No,No,No,No,No,No,Yes,Reducción_pobreza
DMLMA_28,"Ley 14/2013, de 27 de septiembre, de apoyo a los emprendedores y su internacionalización.",27/09/2013,2013-2025,"Espana viene atravesando una grave y larga crisis economica con agudas consecuencias sociales. Entre 2008 y 2012 se han destruido casi 1,9 millones de empresas en Espana, mas del 99,5 por ciento de ellas con menos de 20 asalariados, frente a la creacion de 1,7 millones de empresas, a pesar de la grave situacion del desempleo en Espana. Teniendo unicamente en cuenta a los jovenes empresarios, la situacion de Espana se vuelve especialmente dramatica durante la crisis, habiendo el numero de empresarios de 15 a 39 anos registrado una caida de mas del 30 por ciento desde 2007 a 2012.",F,No,Yes,No,No,Yes,Yes,Yes,Yes,"Afecta_trabajadores, Crisis_económica_austeridad, Crecimiento_económico_progreso_desarrollo, Créditos_finalidad_social, Emigración_movimiento_migratorio, Afecta_emprendedor, Afecta_jovenes, Cultura_empresarial_emprendimiento",Yes,Mecanismos_de_responsabilidad,Yes,"Combate_defensa_vigilancia, Europa, Mercado_español_economía, España, Global, Función_esencial",No,No,Yes,"Competitividad, Actividad_empresas, Mercado_europeo_mercado_común, Deuda, Flexibilización, Crecimiento_económico_progreso_desarrollo, Financiación_empresarial, Mercado, Política_de_vivienda, Crédito, Ahorro_gasto_inversión, Inversión, Sistema_de_crédito, Problemas_coyunturales_estructurales, Creación_empresas, Refinanciación, Deuda_empresarial",No,No,Yes,Desempleo,No,No,No,No,Yes,Inmigración,No,No
ECDEMO_7,"7_DECISIÓN o 1386/2013/UE  DEL  PARLAMENTO  EUROPEO  Y  DEL  CONSEJO de  20  de  noviembre  de  2013 relativa  al  Programa  General  de  Acción  de  la  Unión  en  materia  de  Medio  Ambiente  hasta  2020 «Vivir  bien,  respetando los  límites  de  nuestro  planeta»",20/11/2013,2013-2015,"Las tendencias y los desafios sistemicos mundiales rela≠ cionados con las dinamicas demograficas, la urbaniza≠ cion, las enfermedades y pandemias, la evolucion acele≠ rada de la tecnologia y un crecimiento economico no sostenible dificultan aun mas la resolucion de los proble≠ mas medioambientales y la consecucion de un desarrollo sostenible a largo plazo. La prosperidad de la Union en el futuro depende de la adopcion de nuevas medidas para resolver esos problemas.",O,No,Yes,"Yes, General",No,Yes,Yes,Yes,Yes,"Equilibrio_económico_financiero, Consumidores_usuarios, Dominio_público, Mejorar_calidad_de_vida, Crecimiento_económico_progreso_desarrollo, Creación_de_empleo, Riesgo_salud_humana, Salud_vidas_humanas, Bienestar_de_Europa, Bienestar_social, Necesidades_socioeconómicas_ecológicas, Reducción_pobreza",Yes,"Polluters_pay, Mecanismos_de_responsabilidad, Sistema_de_prevención, Evaluación_riesgo, Riesgo_potencial",Yes,"Destrucción_fauna_flora, Combate_defensa_vigilancia_lucha, Europa, Global, Territorio_nacional_estado_miembro",Yes,"Medio_ambiente, Protección_recursos_marinos_vivos, Protección_medioambiental, Sostenibilidad, Medio_recurso_natural, Protección_agua_medio_marino, Cambio_climático, Biodiversidad, Emisiones_atmósfera_agua_suelo, Atmósfera, Suelo, Necesidades_socioeconómicas_ecológicas, Medio_ambiente_sano",Yes,"Byproducts, Consumidor_productor, Competitividad, Energía, Eficiencia, Crecimiento_económico_progreso_desarrollo, Mercado, Necesidades_socioeconómicas_ecológicas, Sistema_energético_hipocarbónico, Afecta_mercado, Economía_verde",No,No,Yes,"Contaminación, Destrucción_fauna_flora, Vertidos_buques, Vertidos_Fábricas, Byproducts, Toxicidad, Sustancias_tóxicas, Gases_efecto_invernadero, Sustancias_peligrosas, Energía, Enfermedad, Almacenamiento_tratamiento_eliminación_valorización, Reciclado",No,No,No,No,No,No,No,No
DMRDMA_18,"Real Decreto-ley 4/2014, de 7 de marzo, por el que se adoptan medidas urgentes en materia de refinanciación y reestructuración de deuda empresarial.",07/03/2014,2014-2015,"Sólo mediante el alivio de la deuda insostenible será posible lograr que vuelva a fluir el crédito, concebido no tanto como palanca sino como verdadera savia de la economía, puesto que el crédito es indispensable para atender los desfases entre cobros y pagos propios del giro empresarial y para acometer las inversiones verdaderamente productivas, siempre –claro está– que la deuda correspondiente sea soportable.",F,No,No,Yes,No,Yes,Yes,Yes,Yes,"Creación_de_empleo, Interés_público, Distribución_riqueza, Afecta_emprendedor, Afecta_Deudor_hipotecario, Afecta_Deudor, Afecta_acreedor, Colectivos_vulnerables",Yes,"Sujetos_obligados_al_pago, Buenas_prácticas, Incertidumbre, Normas_corrección_de_conducta, Riesgo_insolvencia",Yes,"Mercado_español_economía, España, Banco_España",No,No,Yes,"Reordenación_reorganización, Urgencia, Actividad_empresas, Entidades_financieras_crédito, Eficiencia, Incertidumbre, Estado_regulador_no_ejecutor, Endeudamiento_privado, Mercado, Política_de_vivienda, Sistema_de_crédito, Crédito_impulsor_regulador_actividad_económica, Distribución_riqueza, Sistema_financiero, Mercado_hipotecario, Mercado_financiero, Concurso, Refinanciación, Deuda_empresarial",No,No,Yes,"Efectos_nocivos_Sustancias_nocivas, Prácticas_que_incrementen_riesgo_insolvencia, Riesgos_incertidumbres, Saneamiento, Deuda_insostenible, Acreedores_disidentes",No,No,No,No,No,No,Yes,"Afecta_Deudor_hipotecario, Afecta_Deudor"
ECAMA_4,A reformed financial sector for Europe ,15/05/2014,2014-2014,"In 2008, the world was hit by a financial cris is which was global in scale and imposed significant costs on the EU economy and its citizens",F,Yes,No,No,No,Yes,Yes,Yes,Yes,"Afecta_ciudadanos, Estabilidad_macroéconómica_financiera, Protección_del_consumidor, Crisis_económica_austeridad, Crecimiento_económico_progreso_desarrollo, Riqueza_conjunto_sociedad, Individualidad_personal, Familia, Afecta_accionista_inversor, Too_big_to_fail, Afecta_acreedor, Ciudadano_comunitario, Cohesión_económica_social, Crisis_deuda_soberana",Yes,"Mecanismos_de_responsabilidad, Sistema_de_prevención, Evaluación_riesgo, Riesgo_potencial, Central_de_riesgos, Límites_prudenciales, Incertidumbre, Seguridad_inversores, Normas_corrección_de_conducta, Supervisión_administrativa, Riesgo_sistémico",Yes,"Soberanía_estatal, Europa, Global, Territorio_nacional_estado_miembro, Soberanía, Función_esencial, Estados_Unidos, Cross_border",No,No,Yes,"Reordenación_reorganización, Servicio_público, Actividad_empresas, Mercado_europeo_mercado_común, Eficiencia, Incertidumbre, Estado_regulador_no_ejecutor, Flexibilización, Crecimiento_económico_progreso_desarrollo, Estabilidad_macroéconómica_financiera, Reforma_estructural, Recuperación_económica, Nuevos_productos, Intervención_administrativa, Banca_privada, Crédito, Deuda_pública, Inversión, Crédito_impulsor_regulador_actividad_económica, Sistema_financiero, Solvencia, Complejidad_técinca, Sostenibilidad, Sistema_bancario, Sector_hipotecario",No,No,Yes,"Prácticas_que_incrementen_riesgo_insolvencia, Riesgos_incertidumbres, Prácticas_abusivas, Desempleo, Manipulación_ilegal_mercado",No,No,No,No,No,No,No,No
